年,週番号,開始日,終了日,保健所,インフルエンザ,RSウイルス感染症,咽頭結膜熱,Ａ群溶血性レンサ球菌咽頭炎,感染性胃腸炎,水痘,手足口病,伝染性紅斑,突発性発しん,百日咳,ヘルパンギ｜ナ,流行性耳下腺炎,不明発しん症,川崎病,急性出血性結膜炎,流行性角結膜炎,細菌性髄膜炎*,無菌性髄膜炎,マイコプラズマ肺炎,クラミジア肺炎(オウム病は除く),感染性胃腸炎／ロタウイルス,インフルエンザ入院,新型コロナウイルス感染症／COVID|19,COVID|19入院,急性呼吸器感染症／ARI
2017,42,2017-10-16,2017-10-22,葛飾区,0.08,,0.13,1.0,6.63,1.38,6.5,,0.5,,0.63,,0.13,,,4.0,,,,,,,,,
2017,42,2017-10-16,2017-10-22,江戸川,0.05,0.5,0.75,2.58,6.33,0.17,2.08,0.08,0.25,,0.33,0.42,0.08,,,2.0,,,,,,,,,
2017,42,2017-10-16,2017-10-22,八王子市,0.06,0.91,0.18,3.91,6.45,0.73,4.27,0.18,0.45,,0.36,0.45,0.18,,,0.5,,,,,,,,,
2017,42,2017-10-16,2017-10-22,町田市,0.08,,,2.13,7.25,0.5,2.88,,0.25,,0.38,0.25,,,,,,,,,,,,,
2017,42,2017-10-16,2017-10-22,西多摩,,0.75,0.25,0.63,1.75,0.13,3.0,,,,0.25,,,,,,,,1.0,,,,,,
2017,42,2017-10-16,2017-10-22,南多摩,,0.33,0.33,2.0,3.67,0.33,2.67,,0.78,,1.0,0.11,,,,,,,,,,,,,
2017,42,2017-10-16,2017-10-22,多摩立川,0.1,0.57,0.07,2.29,1.79,0.36,1.21,0.07,0.36,,0.07,0.14,,,,,,,,,,,,,
2017,42,2017-10-16,2017-10-22,多摩府中,0.09,0.43,0.24,1.38,3.43,0.48,2.62,,0.71,,0.67,0.14,0.29,,,,,,0.33,,,,,,
2017,42,2017-10-16,2017-10-22,多摩小平,0.04,0.47,1.07,4.0,2.8,0.73,4.4,0.07,0.8,,1.87,0.33,0.27,,,0.5,,,1.0,,,,,,
2017,42,2017-10-16,2017-10-22,島しょ,,,,,,,1.0,,,,,,,,,,,,,,,,,,
2017,43,2017-10-23,2017-10-29,報告数/定点数,0.34,0.5,0.48,2.48,4.05,0.33,2.67,0.08,0.46,0.01,0.46,0.15,0.13,0.01,,0.72,0.04,0.04,0.24,,,,,,
2017,43,2017-10-23,2017-10-29,千代田,0.25,0.33,,0.33,0.33,0.33,,,,,,,0.33,,,,,,1.0,,,,,,
2017,43,2017-10-23,2017-10-29,中央区,0.4,,0.33,1.33,12.67,,2.0,,0.67,,0.33,,0.67,,,1.0,,,,,,,,,
2017,43,2017-10-23,2017-10-29,みなと,0.11,0.83,0.17,1.17,3.0,0.17,2.17,,0.5,,0.5,0.33,,,,,,,1.0,,,,,,
2017,43,2017-10-23,2017-10-29,新宿区,,2.13,0.13,3.0,3.13,0.13,0.88,,0.25,,0.38,,,0.25,,,,,0.5,,,,,,
2017,43,2017-10-23,2017-10-29,文京,0.29,,0.75,1.75,3.75,1.0,1.25,,0.5,,,,,,,,,,,,,,,,
2017,43,2017-10-23,2017-10-29,台東,1.14,0.25,1.0,2.5,3.25,0.25,6.0,,0.25,,0.5,,0.25,,,,,,,,,,,,
2017,43,2017-10-23,2017-10-29,墨田区,,0.2,,0.4,1.6,0.2,1.2,,0.6,,,,,,,,,,,,,,,,
2017,43,2017-10-23,2017-10-29,江東区,0.29,0.44,0.22,2.33,8.56,0.11,2.56,0.11,0.67,,1.11,0.22,0.22,,,2.0,,,,,,,,,
2017,43,2017-10-23,2017-10-29,品川区,0.33,0.38,0.13,1.63,4.0,0.25,1.13,,0.5,,0.38,,,,,2.0,,,,,,,,,
2017,43,2017-10-23,2017-10-29,目黒区,1.13,0.6,0.2,1.8,3.8,,2.8,0.2,0.4,,0.4,0.2,,,,,,,,,,,,,
2017,43,2017-10-23,2017-10-29,大田区,0.33,0.38,0.46,3.62,6.92,0.23,1.62,0.15,0.23,0.08,0.15,0.23,0.23,0.08,,1.0,,,,,,,,,
2017,43,2017-10-23,2017-10-29,世田谷,0.6,0.44,0.31,4.0,3.44,0.06,2.81,0.06,0.25,,1.13,0.06,0.19,,,0.5,0.5,,,,,,,,
2017,43,2017-10-23,2017-10-29,渋谷区,,,0.25,0.5,2.25,0.75,2.0,,0.5,,0.25,,,,,2.0,,,1.0,,,,,,
2017,43,2017-10-23,2017-10-29,中野区,0.5,0.5,0.17,2.17,3.83,0.33,3.33,0.5,1.17,,0.33,0.33,,,,,,,,,,,,,
2017,43,2017-10-23,2017-10-29,杉並,0.71,0.27,0.36,0.64,3.09,0.18,1.18,0.36,0.27,,0.09,,0.09,,,,,,,,,,,,
2017,43,2017-10-23,2017-10-29,池袋,,,0.33,0.67,1.0,,0.67,,0.33,,,,,,,3.0,,,1.0,,,,,,
2017,43,2017-10-23,2017-10-29,北区,0.27,,0.14,0.43,2.43,0.43,1.29,0.14,0.86,,0.29,,,,,,,,,,,,,,
2017,43,2017-10-23,2017-10-29,荒川区,0.29,,0.5,2.0,3.25,0.25,1.75,,0.25,,0.5,0.25,,,,,,,,,,,,,
2017,43,2017-10-23,2017-10-29,板橋区,,,0.1,0.9,1.1,,1.1,,0.5,,0.1,0.1,0.1,,,,,,,,,,,,
2017,43,2017-10-23,2017-10-29,練馬区,0.05,0.31,0.54,3.31,1.85,0.08,4.0,0.08,0.62,0.08,0.31,0.92,,,,,,,,,,,,,
2017,43,2017-10-23,2017-10-29,足立,1.1,0.54,0.85,1.38,4.46,0.38,2.62,,0.31,,0.08,0.15,0.08,,,3.0,,,,,,,,,
2017,43,2017-10-23,2017-10-29,葛飾区,0.15,0.13,,1.75,6.0,0.5,5.38,,0.88,,,,,,,2.0,,,,,,,,,
2017,43,2017-10-23,2017-10-29,江戸川,0.53,0.75,0.83,3.42,6.08,0.08,2.33,0.25,0.42,,0.83,0.08,0.17,,,1.5,,,,,,,,,
2017,43,2017-10-23,2017-10-29,八王子市,0.22,1.09,0.82,2.55,6.27,0.82,5.82,0.09,0.18,,0.55,0.09,0.64,,,,,,,,,,,,
2017,43,2017-10-23,2017-10-29,町田市,0.31,0.25,0.25,3.75,8.63,0.63,3.25,,0.38,,0.13,0.13,,,,,,,,,,,,,
2017,43,2017-10-23,2017-10-29,西多摩,0.14,0.13,,1.63,2.63,0.75,4.0,,0.13,,0.13,,,,,,,,,,,,,,
2017,43,2017-10-23,2017-10-29,南多摩,0.14,1.67,2.22,3.44,3.44,0.22,2.22,,0.67,,0.67,0.11,,,,,,,,,,,,,
2017,43,2017-10-23,2017-10-29,多摩立川,0.38,0.43,,3.43,1.79,0.64,1.5,0.07,0.36,,0.43,0.43,0.14,,,,,,,,,,,,
2017,43,2017-10-23,2017-10-29,多摩府中,0.26,0.6,0.8,2.75,3.85,0.6,2.25,0.1,0.9,,0.9,0.05,0.05,,,0.33,,0.33,,,,,,,
2017,43,2017-10-23,2017-10-29,多摩小平,0.17,0.6,0.87,4.8,4.13,0.27,5.93,,0.33,,0.87,0.13,0.4,,,1.5,,,,,,,,,
2017,43,2017-10-23,2017-10-29,島しょ,,,,2.0,,,,,,,,,,,,,,,,,,,,,
2017,44,2017-10-30,2017-11-05,報告数/定点数,0.56,0.45,0.47,2.33,4.48,0.47,1.81,0.07,0.52,0.02,0.33,0.13,0.06,0.02,,0.64,0.04,0.04,0.32,0.04,,0.08,,,
2017,44,2017-10-30,2017-11-05,千代田,0.5,,,0.33,1.33,,1.0,,0.33,,,,,,,,,,0.5,,,,,,
2017,44,2017-10-30,2017-11-05,中央区,0.6,,,0.33,10.0,,4.33,,1.0,,,,0.33,,,2.0,,,,,,,,,
2017,44,2017-10-30,2017-11-05,みなと,0.56,0.67,0.17,1.0,2.67,0.17,1.0,,0.17,,0.67,0.33,,,,,,,,,,,,,
2017,44,2017-10-30,2017-11-05,新宿区,0.17,1.13,0.25,1.38,3.88,0.13,0.63,0.38,0.38,,0.13,,0.13,0.13,,,,,,,,0.5,,,
2017,44,2017-10-30,2017-11-05,文京,0.57,0.25,0.25,2.0,3.0,1.25,1.25,0.25,0.5,,,,,,,1.0,,,,,,,,,
2017,44,2017-10-30,2017-11-05,台東,1.86,,,3.5,5.75,0.25,3.0,,0.75,,0.5,0.5,,,,,,,,,,,,,
2017,44,2017-10-30,2017-11-05,墨田区,0.63,,,1.0,3.4,0.2,2.0,,0.6,,0.6,,0.2,,,,,,1.0,,,,,,
2017,44,2017-10-30,2017-11-05,江東区,0.43,0.11,0.22,2.11,7.56,0.11,2.56,0.11,0.67,,0.11,,,,,2.0,,,,,,,,,
2017,44,2017-10-30,2017-11-05,品川区,0.5,0.63,0.38,1.38,5.38,0.25,0.38,,0.13,0.13,0.13,0.13,,,,,,,,,,,,,
2017,44,2017-10-30,2017-11-05,目黒区,0.5,0.4,0.4,1.6,4.4,0.8,1.6,,1.2,0.2,1.4,,,,,1.0,,,,,,,,,
2017,44,2017-10-30,2017-11-05,大田区,0.81,0.85,0.77,2.77,5.69,0.31,0.69,0.08,0.38,,0.08,,,,,0.5,,,,,,,,,
2017,44,2017-10-30,2017-11-05,世田谷,0.88,0.88,0.38,3.0,2.25,0.63,2.0,0.06,0.38,,0.38,0.25,,,,,0.5,0.5,,,,,,,
2017,44,2017-10-30,2017-11-05,渋谷区,0.14,,0.25,0.5,3.75,0.25,2.5,0.25,0.75,,,,,,,3.0,,,1.0,,,,,,
2017,44,2017-10-30,2017-11-05,中野区,1.0,0.83,0.33,3.67,4.5,1.0,2.0,,1.0,,1.17,0.33,,,,,,,,,,,,,
2017,44,2017-10-30,2017-11-05,杉並,0.63,,,0.27,3.09,0.27,0.64,0.18,0.36,,0.36,,0.18,,,,,,0.5,,,,,,
2017,44,2017-10-30,2017-11-05,池袋,0.14,0.5,0.75,0.75,1.25,,1.0,,0.25,,0.5,,,,,1.0,,,1.0,1.0,,,,,
2017,44,2017-10-30,2017-11-05,北区,1.0,0.29,0.14,0.14,1.71,,0.86,,0.29,,0.43,,,,,1.0,,,,,,,,,
2017,44,2017-10-30,2017-11-05,荒川区,0.14,,0.75,4.25,5.0,,0.75,,0.5,,0.5,,,,,2.0,,,,,,,,,
2017,44,2017-10-30,2017-11-05,板橋区,0.13,,,0.3,1.1,0.3,0.7,,0.2,,0.1,,0.2,,,0.5,,,,,,,,,
2017,44,2017-10-30,2017-11-05,練馬区,0.29,0.31,0.62,4.31,3.31,0.46,1.15,,0.08,0.23,0.15,0.69,,,,,,,,,,,,,
2017,44,2017-10-30,2017-11-05,足立,1.85,0.62,0.77,1.31,6.0,0.77,2.23,,0.38,,0.15,0.23,0.08,,,2.0,,,,,,,,,
2017,44,2017-10-30,2017-11-05,葛飾区,0.31,,,0.75,6.0,1.88,2.75,,0.38,,0.25,,0.63,,,2.0,,,,,,,,,
2017,44,2017-10-30,2017-11-05,江戸川,1.37,0.33,0.83,4.42,7.83,0.33,1.67,0.17,0.5,,0.58,,0.08,0.08,,0.5,,,,,,,,,
2017,44,2017-10-30,2017-11-05,八王子市,0.44,1.45,0.64,3.0,8.82,1.45,4.27,0.36,0.64,,0.45,0.27,,,,1.0,,,,,,,,,
2017,44,2017-10-30,2017-11-05,町田市,0.54,,0.25,2.25,8.5,0.63,1.63,,0.88,,,0.25,,,,,,,,,,,,,
2017,44,2017-10-30,2017-11-05,西多摩,0.64,0.25,0.25,1.0,3.0,0.13,1.13,0.13,0.5,,0.38,,,,,,,,,,,,,,
2017,44,2017-10-30,2017-11-05,南多摩,0.14,1.11,0.78,3.44,2.89,0.33,2.33,,0.89,,0.22,0.11,,0.11,,,,,,,,,,,
2017,44,2017-10-30,2017-11-05,多摩立川,,0.07,0.29,4.0,2.5,0.36,0.93,0.07,0.43,,0.21,0.14,,,,,,,,,,,,,
2017,44,2017-10-30,2017-11-05,多摩府中,0.28,0.45,0.6,2.85,4.65,0.45,1.95,,0.65,,0.35,0.15,0.05,,,,,,0.33,,,0.33,,,
2017,44,2017-10-30,2017-11-05,多摩小平,0.04,0.47,1.53,3.73,4.53,0.4,4.53,,1.0,,0.53,0.07,0.07,0.07,,0.5,,,1.0,,,,,,
2017,44,2017-10-30,2017-11-05,島しょ,,,,,,,,,,,,,,,,,,,,,,,,,
2017,45,2017-11-06,2017-11-12,報告数/定点数,0.54,0.32,0.63,2.65,5.26,0.6,1.4,0.1,0.52,0.0,0.27,0.18,0.08,0.02,,0.67,0.04,,0.44,0.04,,0.04,,,
2017,45,2017-11-06,2017-11-12,千代田,,,0.33,0.33,3.0,,1.0,,,,,0.33,,,,,,,0.5,,,,,,
2017,45,2017-11-06,2017-11-12,中央区,0.2,,,3.0,10.33,0.67,0.67,,,,0.33,0.67,0.33,,,1.0,,,,,,,,,
2017,45,2017-11-06,2017-11-12,みなと,0.89,0.5,0.17,1.17,3.83,0.67,2.0,,0.33,,0.5,,,,,,,,1.0,,,,,,
2017,45,2017-11-06,2017-11-12,新宿区,0.33,1.13,0.5,1.63,4.5,0.5,0.88,0.38,0.25,,0.13,,0.25,0.13,,,,,1.5,,,,,,
2017,45,2017-11-06,2017-11-12,文京,0.43,0.25,,0.75,3.0,0.25,1.75,0.25,0.75,,,0.25,,,,,,,,,,,,,
2017,45,2017-11-06,2017-11-12,台東,1.71,,0.75,7.0,6.25,0.25,1.5,1.25,0.75,,0.5,,,,,,,,,,,,,,
2017,45,2017-11-06,2017-11-12,墨田区,0.5,,,1.2,7.2,0.2,1.4,,,,,,0.2,,,,,,1.0,,,,,,
2017,45,2017-11-06,2017-11-12,江東区,0.57,0.22,0.44,3.22,8.0,0.33,1.22,,0.44,,0.11,,,,,2.0,,,,,,,,,
2017,45,2017-11-06,2017-11-12,品川区,0.5,0.13,,2.0,6.88,0.5,1.0,0.13,0.5,,0.13,0.13,,,,,,,,,,,,,
2017,45,2017-11-06,2017-11-12,目黒区,0.38,0.6,0.4,2.8,6.8,0.6,0.4,0.2,,0.2,0.6,,0.2,,,,,,,,,,,,
2017,45,2017-11-06,2017-11-12,大田区,0.57,0.77,1.54,3.31,9.69,0.62,0.62,0.31,0.54,,0.15,0.08,0.15,0.08,,,,,,,,,,,
2017,45,2017-11-06,2017-11-12,世田谷,1.6,0.31,0.5,3.06,5.0,1.13,1.0,,0.38,,0.31,0.13,0.25,,,,,,,,,,,,
2017,45,2017-11-06,2017-11-12,渋谷区,,,0.25,0.25,4.5,0.75,1.25,0.75,0.25,,0.25,,,,,,,,,,,,,,
2017,45,2017-11-06,2017-11-12,中野区,0.4,0.33,0.17,4.0,2.17,0.83,1.5,0.17,0.67,,0.17,,,0.17,,,,,,,,,,,
2017,45,2017-11-06,2017-11-12,杉並,0.29,0.09,0.45,0.91,3.73,0.91,0.18,0.18,0.45,,0.18,0.09,,,,1.0,,,0.5,,,,,,
2017,45,2017-11-06,2017-11-12,池袋,0.29,,1.0,2.0,0.75,0.25,0.75,,,,,0.25,,,,,,,1.0,1.0,,,,,
2017,45,2017-11-06,2017-11-12,北区,0.55,0.14,0.29,0.43,1.71,0.57,2.43,,0.86,,,,0.43,,,,,,,,,,,,
2017,45,2017-11-06,2017-11-12,荒川区,0.43,0.25,1.0,4.25,4.5,,0.25,,0.25,,0.75,,,,,1.0,,,,,,,,,
2017,45,2017-11-06,2017-11-12,板橋区,0.25,,0.3,0.6,3.7,0.3,0.5,0.1,0.3,,0.2,,,,,3.5,,,,,,,,,
2017,45,2017-11-06,2017-11-12,練馬区,0.38,0.15,0.23,2.92,4.69,0.46,0.85,0.08,0.69,,0.46,1.38,0.08,,,0.5,,,,,,,,,
2017,45,2017-11-06,2017-11-12,足立,1.2,0.15,1.0,0.62,5.0,0.85,1.62,,0.77,,0.23,0.31,,,,1.5,,,,,,,,,
2017,45,2017-11-06,2017-11-12,葛飾区,0.38,,0.25,1.5,6.75,0.25,1.88,,0.5,,0.38,,0.13,,,,,,,,,,,,
2017,45,2017-11-06,2017-11-12,江戸川,0.63,0.42,1.08,3.67,8.42,0.42,1.08,0.17,0.5,,0.58,0.17,,,,1.0,,,,,,,,,
2017,45,2017-11-06,2017-11-12,八王子市,0.78,0.91,0.36,4.91,7.36,0.82,2.73,0.09,0.55,,0.09,0.27,0.09,,,0.5,,,,,,,,,
2017,45,2017-11-06,2017-11-12,町田市,0.23,0.63,0.38,3.0,8.75,1.25,2.25,,0.5,,0.13,0.38,0.13,,,,,,,,,,,,
2017,45,2017-11-06,2017-11-12,西多摩,0.71,0.38,0.13,1.38,4.13,1.0,1.13,,0.38,,0.13,,,,,,,,,,,,,,
2017,45,2017-11-06,2017-11-12,南多摩,0.29,0.89,0.89,3.89,4.33,0.56,1.67,,0.44,,,0.22,,0.11,,,,,,,,,,,
2017,45,2017-11-06,2017-11-12,多摩立川,0.29,,,3.0,4.0,0.21,1.14,,0.57,,0.14,0.14,,,,,,,,,,,,,
2017,45,2017-11-06,2017-11-12,多摩府中,0.21,0.19,0.9,3.14,3.24,0.57,2.29,0.05,0.48,,0.62,0.14,0.1,0.05,,0.33,0.33,,0.67,,,0.33,,,
2017,45,2017-11-06,2017-11-12,多摩小平,0.35,0.47,2.4,4.93,5.0,0.73,2.8,,1.53,,0.47,0.07,0.13,,,3.0,,,0.5,,,,,,
2017,45,2017-11-06,2017-11-12,島しょ,,,,1.0,,,,,,,,,,,,,,,,,,,,,
2017,46,2017-11-13,2017-11-19,報告数/定点数,0.87,0.31,0.66,2.98,6.85,0.64,1.15,0.07,0.52,0.02,0.18,0.18,0.05,0.01,0.03,0.79,,,0.2,0.08,,0.04,,,
2017,46,2017-11-13,2017-11-19,千代田,0.25,,,0.33,2.67,,,,,,,,,,,,,,,,,,,,
2017,46,2017-11-13,2017-11-19,中央区,0.4,,,4.33,17.33,2.0,0.67,,0.33,,0.67,0.33,,,,2.0,,,,,,,,,
2017,46,2017-11-13,2017-11-19,みなと,2.22,0.67,0.17,2.67,6.33,0.83,1.33,,0.33,0.17,0.33,,,,,,,,,,,,,,
2017,46,2017-11-13,2017-11-19,新宿区,0.08,0.5,0.38,2.38,6.38,0.25,0.13,,,,,0.13,,,,,,,,,,,,,
2017,46,2017-11-13,2017-11-19,文京,0.43,0.5,1.75,1.5,7.0,4.0,0.5,,0.75,,,,,,,1.0,,,,,,,,,
2017,46,2017-11-13,2017-11-19,台東,3.0,,0.5,4.75,7.5,1.25,2.0,,0.75,,,0.75,,,,,,,,,,,,,
2017,46,2017-11-13,2017-11-19,墨田区,0.25,0.6,0.2,1.2,7.0,0.4,1.2,,1.0,,0.2,0.2,,,,1.0,,,,,,,,,
2017,46,2017-11-13,2017-11-19,江東区,1.71,0.11,0.56,2.11,9.33,0.33,1.67,,0.78,,0.22,0.11,,,,1.0,,,,,,,,,
2017,46,2017-11-13,2017-11-19,品川区,0.75,0.13,0.63,1.88,6.75,1.0,1.0,,0.75,,0.5,0.25,0.25,0.13,,,,,,,,,,,
2017,46,2017-11-13,2017-11-19,目黒区,0.13,0.6,0.2,1.2,8.8,1.0,1.8,,,,0.8,0.2,,,,,,,,,,,,,
2017,46,2017-11-13,2017-11-19,大田区,0.95,0.38,1.31,4.69,11.38,0.15,0.69,0.08,0.62,0.08,0.08,,0.08,,,,,,,,,,,,
2017,46,2017-11-13,2017-11-19,世田谷,4.08,0.69,0.38,2.56,6.06,0.63,0.94,0.13,0.25,,0.31,0.44,0.13,0.06,0.5,2.0,,,0.5,,,,,,
2017,46,2017-11-13,2017-11-19,渋谷区,0.57,0.25,,0.25,5.75,1.75,1.0,1.75,0.5,,,,,,,1.0,,,2.0,,,,,,
2017,46,2017-11-13,2017-11-19,中野区,1.4,0.33,0.83,4.0,7.33,1.17,0.83,0.17,0.33,,0.33,0.17,,,,,,,,,,,,,
2017,46,2017-11-13,2017-11-19,杉並,0.25,0.5,0.3,0.9,5.8,0.6,1.1,,0.3,,,0.1,0.1,0.1,,1.0,,,0.5,,,,,,
2017,46,2017-11-13,2017-11-19,池袋,0.29,,,1.5,2.75,,0.5,,,,,,,,,2.0,,,,1.0,,,,,
2017,46,2017-11-13,2017-11-19,北区,0.36,0.14,,1.29,2.86,0.14,1.86,,0.43,,,,0.29,,,,,,,,,,,,
2017,46,2017-11-13,2017-11-19,荒川区,1.57,0.75,0.5,4.5,7.0,0.25,0.75,,0.5,,,,,,,2.0,,,,,,,,,
2017,46,2017-11-13,2017-11-19,板橋区,0.19,,0.1,1.0,4.5,,1.0,0.2,0.5,,,,0.1,,,1.0,,,,,,1.0,,,
2017,46,2017-11-13,2017-11-19,練馬区,0.71,0.15,1.0,3.62,5.92,0.69,0.69,,0.46,0.08,0.08,0.31,,,,,,,,,,,,,
2017,46,2017-11-13,2017-11-19,足立,1.0,0.31,0.77,1.15,6.15,0.23,0.69,,0.62,,0.15,0.08,0.08,,,1.5,,,,,,,,,
2017,46,2017-11-13,2017-11-19,葛飾区,0.54,,0.13,2.5,6.38,0.75,1.88,0.13,0.63,,0.38,,,,,1.0,,,,,,,,,
2017,46,2017-11-13,2017-11-19,江戸川,0.68,0.58,1.0,4.5,7.58,0.67,1.33,0.25,0.25,,0.08,0.17,,,,1.5,,,,,,,,,
2017,46,2017-11-13,2017-11-19,八王子市,0.61,0.45,0.91,6.36,8.55,1.18,1.55,,0.82,0.09,0.18,0.45,0.18,,,1.0,,,,,,,,,
2017,46,2017-11-13,2017-11-19,町田市,0.69,,0.38,2.0,13.13,0.5,1.25,,0.75,,0.13,0.25,,,,,,,,,,,,,
2017,46,2017-11-13,2017-11-19,西多摩,0.5,0.25,,1.5,5.38,0.38,0.88,,0.13,,,,,,,,,,,,,,,,
2017,46,2017-11-13,2017-11-19,南多摩,0.64,,1.22,3.67,6.89,1.22,0.56,,0.78,,0.11,0.33,,,,,,,,,,,,,
2017,46,2017-11-13,2017-11-19,多摩立川,0.43,0.29,0.29,2.93,6.07,0.21,1.29,,0.36,,,0.43,0.07,,,0.5,,,,,,,,,
2017,46,2017-11-13,2017-11-19,多摩府中,0.16,0.25,0.7,5.2,5.85,0.4,1.7,0.05,0.75,,0.45,0.2,0.05,,,1.33,,,0.33,0.33,,,,,
2017,46,2017-11-13,2017-11-19,多摩小平,0.3,0.47,2.33,4.47,5.6,0.87,2.0,0.07,1.0,,0.27,0.13,,,,,,,,,,,,,
2017,46,2017-11-13,2017-11-19,島しょ,,,,1.0,,,,,,,,,,,,,,,,,,,,,
2017,47,2017-11-20,2017-11-26,報告数/定点数,1.86,0.26,0.67,3.17,7.87,0.67,1.15,0.11,0.49,0.01,0.15,0.14,0.07,0.03,,0.95,,,0.12,0.04,0.08,0.6,,,
2017,47,2017-11-20,2017-11-26,千代田,0.25,,,0.33,8.0,,,,,,,,,,,,,,,,,0.5,,,
2017,47,2017-11-20,2017-11-26,中央区,1.6,,,3.67,15.33,2.33,1.0,,1.33,,0.33,0.33,1.0,,,1.0,,,,,,,,,
2017,47,2017-11-20,2017-11-26,みなと,1.89,0.67,0.5,0.83,7.17,1.5,1.83,0.17,0.5,,1.0,,0.17,0.17,,,,,,,,,,,
2017,47,2017-11-20,2017-11-26,新宿区,0.42,0.88,0.25,2.0,7.5,0.38,0.63,0.13,0.38,,,,,0.13,,,,,,,,2.5,,,
2017,47,2017-11-20,2017-11-26,文京,1.0,,1.0,1.5,5.75,1.75,0.25,0.25,0.25,,,0.25,,,,1.0,,,,,,,,,
2017,47,2017-11-20,2017-11-26,台東,0.86,,1.25,6.5,6.5,0.25,1.0,,0.75,,,0.25,0.25,,,,,,,,,,,,
2017,47,2017-11-20,2017-11-26,墨田区,0.13,0.2,,1.4,9.6,,1.6,,0.6,,,,,,,,,,1.0,,,1.0,,,
2017,47,2017-11-20,2017-11-26,江東区,5.21,0.22,0.44,3.89,12.22,0.11,0.56,,0.44,,,0.11,,,,1.0,,,,,,,,,
2017,47,2017-11-20,2017-11-26,品川区,1.0,,0.25,2.5,10.13,0.75,0.25,0.13,0.13,,0.25,,,,,,,,,,,,,,
2017,47,2017-11-20,2017-11-26,目黒区,2.38,0.6,,1.4,7.6,0.4,2.2,0.6,0.2,,0.2,0.6,,,,,,,,,,,,,
2017,47,2017-11-20,2017-11-26,大田区,2.57,0.31,1.62,3.54,13.85,0.38,1.38,0.08,0.77,,0.15,0.08,0.08,0.15,,1.0,,,,,,,,,
2017,47,2017-11-20,2017-11-26,世田谷,9.64,0.44,0.56,3.06,4.75,0.88,0.5,0.06,0.13,,0.06,0.31,0.06,,,1.5,,,,,,,,,
2017,47,2017-11-20,2017-11-26,渋谷区,0.43,0.25,0.25,0.75,5.0,1.25,1.5,0.75,1.5,,,,,,,2.0,,,,,,,,,
2017,47,2017-11-20,2017-11-26,中野区,1.6,,0.17,3.83,9.17,1.67,1.0,0.33,0.67,,,,,,,,,,,,,,,,
2017,47,2017-11-20,2017-11-26,杉並,0.56,0.1,0.7,1.0,5.0,1.0,0.9,0.4,0.2,,0.3,0.2,,,,,,,0.5,,,,,,
2017,47,2017-11-20,2017-11-26,池袋,0.14,0.5,1.0,1.0,2.0,0.25,0.25,,,,,,,,,,,,,,,,,,
2017,47,2017-11-20,2017-11-26,北区,0.73,,,1.0,4.0,,1.71,,1.86,,,,,,,,,,,,,,,,
2017,47,2017-11-20,2017-11-26,荒川区,0.71,0.5,0.5,4.5,11.0,0.25,1.25,0.25,0.5,,0.25,,,,,,,,,,,,,,
2017,47,2017-11-20,2017-11-26,板橋区,0.25,,0.3,1.3,4.1,0.2,1.7,,0.3,,0.1,,0.1,,,1.5,,,,,1.0,,,,
2017,47,2017-11-20,2017-11-26,練馬区,2.24,0.08,0.62,4.0,6.08,0.31,0.54,,0.62,0.08,0.08,0.38,,,,,,,,,,,,,
2017,47,2017-11-20,2017-11-26,足立,0.95,0.15,0.62,1.69,9.69,0.31,1.38,,0.38,,0.08,,,,,1.0,,,,,,,,,
2017,47,2017-11-20,2017-11-26,葛飾区,1.77,,0.13,2.13,9.63,0.5,0.38,,0.25,,0.13,,0.13,,,3.0,,,,,1.0,2.0,,,
2017,47,2017-11-20,2017-11-26,江戸川,1.16,0.25,1.42,5.58,8.42,1.17,1.25,0.17,0.42,0.08,0.25,0.25,,0.08,,2.0,,,,,,,,,
2017,47,2017-11-20,2017-11-26,八王子市,0.67,0.36,0.73,5.91,10.18,0.82,2.55,0.27,0.64,0.09,0.09,,0.27,,,1.0,,,,,,,,,
2017,47,2017-11-20,2017-11-26,町田市,1.46,0.13,0.38,3.63,15.13,0.88,0.88,,0.5,,0.25,0.13,0.25,,,,,,,,,,,,
2017,47,2017-11-20,2017-11-26,西多摩,2.0,0.63,0.13,1.38,6.5,1.0,1.38,,0.5,,,0.13,,,,,,,,,,,,,
2017,47,2017-11-20,2017-11-26,南多摩,1.36,0.78,0.78,4.67,10.67,1.44,1.22,0.44,0.78,,,0.11,,,,,,,,,,,,,
2017,47,2017-11-20,2017-11-26,多摩立川,1.62,0.07,,3.71,5.64,0.14,0.79,,0.21,,0.21,0.29,,,,,,,,,,,,,
2017,47,2017-11-20,2017-11-26,多摩府中,1.27,0.33,1.24,4.05,5.62,1.1,1.9,,0.38,,0.24,0.14,0.1,0.1,,0.67,,,,0.33,,2.0,,,
2017,47,2017-11-20,2017-11-26,多摩小平,0.87,0.27,1.93,5.2,6.73,0.27,1.2,0.07,0.73,,0.2,0.2,0.13,,,5.0,,,0.5,,,,,,
2017,47,2017-11-20,2017-11-26,島しょ,,,,4.0,,,,,,,,,,,,,,,,,,,,,
2017,48,2017-11-27,2017-12-03,報告数/定点数,3.17,0.29,0.77,3.56,10.54,0.71,0.79,0.14,0.56,0.01,0.12,0.11,0.03,0.02,,0.74,0.04,,0.16,0.04,,0.24,,,
2017,48,2017-11-27,2017-12-03,千代田,3.25,,,1.33,9.33,0.33,,,0.67,,,,,,,,,,,,,,,,
